i,j,k,Real,Estimate - LASSO,Estimate - MLE,Estimate - Ada. LASSO
12,1,7,0.0,0.0,0.0,0.0
12,1,8,0.0,0.0,-0.04305384402708071,0.0
12,1,9,0.0,0.0,-0.0,0.0
12,1,10,0.0,0.0,-0.0,0.0
12,1,11,0.0,0.0,-0.0,0.0
12,2,3,0.0,0.0,0.0,0.0
12,2,4,0.0,0.0,-0.0,0.0
12,2,5,0.0,0.0,-0.0,0.0
12,2,6,0.0,0.0,0.0,0.0
12,2,7,0.0,0.0,0.0,0.0
12,2,8,0.0,0.0,-0.0,0.0
12,2,9,0.0,0.0,0.0,0.0
12,2,10,0.0,0.0,-0.0,0.0
12,2,11,0.0,0.0,-0.0,0.0
12,3,4,0.0,0.0,0.0,0.0
12,3,5,0.0,0.0,0.0,0.0
12,3,6,0.0,0.0,0.0,0.0
12,3,7,0.0,0.0,-0.0,0.0
12,3,8,0.0,0.0,-0.0,0.0
12,3,9,0.0,0.0,-0.0,0.0
12,3,10,0.0,0.0,0.0,0.0
12,3,11,0.0,0.0,0.0,0.0
12,4,5,0.0,0.0,-0.0,0.0
12,4,6,0.0,0.0,-0.0,0.0
12,4,7,0.0,0.0,0.0,0.0
12,4,8,0.0,0.0,-0.0,0.0
12,4,9,0.0,0.0,-0.0,0.0
12,4,10,0.0,0.0,-0.0,0.0
12,4,11,0.0,0.0,0.0,0.0
12,5,6,0.0,0.0,0.0,0.0
12,5,7,0.0,0.0,-0.0,0.0
12,5,8,0.0,0.0,0.0,0.0
12,5,9,0.0,0.0,-0.0,0.0
12,5,10,0.0,0.0,0.0,0.0
12,5,11,0.0,0.0,-0.0,0.0
12,6,7,0.0,0.0,0.0,0.0
12,6,8,0.0,0.0,-0.0,0.0
12,6,9,0.0,0.0,0.0,0.0
12,6,10,0.0,0.0,-0.0,0.0
12,6,11,0.0,0.0,0.0,0.0
12,7,8,0.0,0.0,-0.0,0.0
12,7,9,0.0,0.0,-0.0,0.0
12,7,10,0.0,0.0,-0.04258480315139345,0.0
12,7,11,0.0,0.0,0.0,0.0
12,8,9,0.0,0.0,0.0,0.0
12,8,10,0.0,0.0,0.0,0.0
12,8,11,0.0,0.0,0.0,0.0
12,9,10,0.0,0.0,-0.0,0.0
12,9,11,0.0,0.0,0.0,0.0
12,10,11,0.0,0.0,0.0,0.0
